,Chuquisaca,La Paz,Cochabamba,Oruro,Potosí,Tarija,Santa Cruz,Beni,Pando
2021-05-19,19857,73391,40732,16600,15897,27776,123159,16936,5859
2021-05-20,19973,73645,41490,16911,15945,27952,124284,16987,5878
2021-05-21,20154,74003,42353,17149,16039,28127,125317,17028,5900
2021-05-22,20308,74356,42795,17402,16110,28238,125989,17082,5907
2021-05-23,20412,74659,43223,17563,16154,28274,126365,17095,5908
2021-05-24,20540,74962,43992,17678,16195,28551,127185,17131,5936
2021-05-25,20634,75226,44944,17829,16365,28826,128277,17287,5961
2021-05-26,20743,75572,45866,18130,16460,29064,129270,17484,5973
2021-05-27,20882,76035,46692,18362,16596,29252,130161,17620,5980
2021-05-28,21052,76426,47444,18653,16661,29462,131187,17696,5989
2021-05-29,21166,76958,47867,18819,16764,29538,131832,17778,5992
2021-05-30,21308,77366,48380,18925,16930,29584,132128,17855,5998
2021-05-31,21567,77682,49295,19102,17004,29769,132886,17952,6022
2021-06-01,21699,78245,50320,19239,17147,29981,133988,18041,6058
2021-06-02,21925,78694,51214,19427,17246,30174,135153,18124,6071
2021-06-03,22079,79290,51695,19656,17357,30268,135828,18205,6079
2021-06-04,22249,79709,52445,19808,17432,30430,136895,18384,6105
2021-06-05,22426,80193,52911,19923,17480,30564,137676,18452,6109
2021-06-06,22522,80737,53243,20041,17578,30595,137858,18472,6116
2021-06-07,22750,81119,53992,20167,17682,30801,138774,18555,6154
2021-06-08,22966,81489,54771,20316,17842,31040,139755,18626,6170
2021-06-09,23194,82276,55659,20487,17977,31263,141006,18737,6215
2021-06-10,23442,82902,56429,20651,18118,31432,142019,18809,6245
2021-06-11,23631,83565,57173,20860,18300,31612,142954,18922,6274
2021-06-12,23767,84274,57552,20935,18406,31689,143449,18978,6297
2021-06-13,23947,84828,57874,21019,18450,31722,143799,19003,6312
2021-06-14,24127,85173,58379,21118,18547,31883,144472,19047,6360
2021-06-15,24354,85510,59084,21234,18641,32065,145310,19091,6388
2021-06-16,24589,86228,59561,21334,18837,32253,146115,19188,6408
2021-06-17,24820,86736,60209,21447,18969,32402,146947,19226,6439
2021-06-18,25026,87109,60687,21537,19091,32525,147602,19278,6458
2021-06-19,25193,87713,60959,21600,19188,32574,147966,19306,6462
2021-06-20,25332,88007,61296,21640,19287,32596,148087,19325,6477
2021-06-21,25445,88220,61484,21674,19334,32620,148202,19342,6490
2021-06-22,25598,88344,61874,21742,19408,32768,148860,19377,6507
2021-06-23,25752,88763,62343,21821,19574,32916,149598,19461,6520
2021-06-24,25899,89220,62824,21940,19681,33048,150498,19521,6547
2021-06-25,26113,89579,63231,22029,19815,33164,151262,19599,6568
2021-06-26,26229,89863,63627,22096,19931,33227,151849,19622,6569
2021-06-27,26349,89999,63895,22162,19970,33241,152109,19633,6577
2021-06-28,26518,90231,64248,22221,20048,33371,152665,19674,6592
2021-06-29,26694,90738,64693,22263,20198,33500,153222,19714,6601
2021-06-30,26899,91127,65098,22350,20301,33609,153888,19738,6614
2021-07-01,27036,91397,65471,22421,20393,33712,154446,19785,6625
2021-07-02,27184,91677,65765,22489,20516,33835,154970,19816,6632
2021-07-03,27295,92168,65932,22514,20556,33877,155281,19835,6632
2021-07-04,27415,92448,66022,22531,20633,33903,155528,19849,6639
2021-07-05,27539,92679,66294,22561,20672,34053,156056,19853,6655
2021-07-06,27661,93291,66586,22603,20740,34193,156614,19861,6664
2021-07-07,27829,93530,66873,22631,20862,34309,157104,19872,6677
2021-07-08,27962,93835,67086,22680,20974,34437,157672,19896,6682
2021-07-09,28113,94048,67314,22751,21044,34557,158244,19916,6689
2021-07-10,28240,94195,67432,22801,21128,34603,158580,19925,6691
2021-07-11,28314,94314,67524,22829,21171,34627,158838,19932,6692
2021-07-12,28438,94360,67735,22936,21215,34751,159351,19943,6707
2021-07-13,28611,94500,67936,22985,21298,34916,159887,19965,6717
2021-07-14,28787,94658,68175,23013,21392,35061,160383,20019,6724
2021-07-15,28976,94846,68417,23046,21446,35175,160907,20033,6733
2021-07-16,29093,95070,68693,23079,21523,35289,161285,20051,6735
2021-07-17,29234,95260,68862,23106,21574,35342,161526,20073,6737
2021-07-18,29319,95308,68930,23152,21605,35358,161662,20082,6738
2021-07-19,29466,95345,69128,23160,21635,35506,162058,20087,6740
2021-07-20,29614,95472,69354,23180,21693,35617,162399,20107,6741
2021-07-21,29736,95660,69632,23215,21756,35722,162759,20126,6745
2021-07-22,29870,95895,69802,23246,21822,35808,162992,20138,6745
2021-07-23,30009,96103,69957,23279,21893,35888,163323,20144,6747
2021-07-24,30097,96259,70049,23312,21934,35912,163515,20148,6749
2021-07-25,30187,96398,70100,23334,21943,35929,163634,20149,6749
2021-07-26,30301,96452,70228,23343,21977,36027,163941,20159,6754
2021-07-27,30385,96575,70399,23353,22047,36110,164222,20178,6755
2021-07-28,30518,96736,70547,23382,22095,36183,164524,20180,6764
2021-07-29,30594,96975,70765,23417,22149,36272,164822,20196,6768
2021-07-30,30681,97143,70936,23443,22187,36338,165114,20202,6769
2021-07-31,30739,97326,71017,23465,22242,36379,165362,20205,6771
2021-08-01,30781,97454,71056,23494,22277,36396,165460,20210,6771
2021-08-02,30838,97493,71192,23497,22308,36492,165727,20217,6774
2021-08-03,30906,97625,71343,23528,22343,36587,165933,20225,6775
2021-08-04,30967,97736,71534,23552,22417,36656,166218,20240,6777
2021-08-05,31043,97911,71640,23572,22442,36724,166440,20245,6778
2021-08-06,31138,98030,71720,23595,22498,36741,166509,20253,6778
2021-08-07,31211,98092,71784,23603,22509,36766,166691,20262,6778
2021-08-08,31307,98155,71840,23609,22525,36780,166801,20268,6778
2021-08-09,31359,98181,71993,23616,22550,36873,167045,20276,6778
2021-08-10,31403,98263,72164,23643,22592,36988,167345,20281,6780
2021-08-11,31458,98410,72302,23666,22663,37066,167584,20299,6781
2021-08-12,31519,98589,72419,23681,22698,37119,167826,20311,6784
2021-08-13,31575,98690,72540,23700,22758,37169,168091,20319,6789
2021-08-14,31620,98857,72593,23733,22781,37224,168209,20325,6789
2021-08-15,31680,98943,72627,23754,22794,37230,168285,20326,6789
2021-08-16,31732,98984,72750,23760,22835,37340,168492,20339,6793
2021-08-17,31762,99097,72871,23791,22925,37410,168726,20347,6802
2021-08-18,31827,99232,72993,23804,22975,37507,168947,20357,6804
2021-08-19,31896,99400,73089,23827,23007,37595,169193,20371,6806
2021-08-20,31953,99543,73196,23859,23036,37686,169465,20378,6810
2021-08-21,31983,99671,73249,23878,23098,37719,169603,20383,6810
2021-08-22,32014,99746,73283,23892,23114,37726,169665,20392,6811
2021-08-23,32059,99784,73377,23892,23153,37815,169841,20394,6816
2021-08-24,32104,99848,73491,23908,23194,37891,170068,20399,6818
2021-08-25,32172,99978,73625,23935,23232,37962,170270,20408,6821
2021-08-26,32214,100123,73698,23960,23259,38044,170400,20411,6824
2021-08-27,32259,100247,73790,23980,23288,38100,170548,20411,6824
2021-08-28,32290,100364,73836,24006,23318,38133,170619,20411,6825
2021-08-29,32314,100471,73863,24019,23346,38137,170670,20411,6825
2021-08-30,32341,100509,73932,24021,23380,38208,170836,20414,6826
2021-08-31,32372,100585,73996,24040,23410,38285,170947,20418,6826
2021-09-01,32409,100691,74051,24067,23437,38355,171078,20425,6827
2021-09-02,32454,100792,74125,24090,23456,38405,171182,20428,6827
2021-09-03,32485,100920,74205,24127,23485,38460,171271,20436,6831
2021-09-04,32505,101018,74223,24151,23509,38497,171332,20443,6831
2021-09-05,32526,101070,74244,24183,23518,38507,171354,20447,6831
2021-09-06,32569,101089,74289,24163,23562,38603,171462,20552,6826
2021-09-07,32604,101144,74354,24177,23610,38658,171580,20562,6829
2021-09-08,32630,101239,74411,24212,23640,38701,171689,20563,6829
2021-09-09,32654,101317,74484,24227,23671,38749,171788,20574,6829
2021-09-10,32695,101401,74524,24243,23702,38785,171909,20576,6829
2021-09-11,32709,101498,74543,24253,23718,38800,171967,20577,6829
2021-09-12,32721,101547,74560,24263,23732,38808,171998,20577,6829
2021-09-13,32742,101560,74605,24266,23761,38846,172084,20579,6829
2021-09-14,32767,101635,74635,24282,23787,38884,172193,20600,6829
2021-09-15,32803,101767,74692,24300,23816,38933,172289,20602,6830
2021-09-16,32840,101841,74748,24311,23834,38952,172395,20603,6830
2021-09-17,32866,101907,74788,24324,23864,38980,172537,20604,6830
2021-09-18,32900,101980,74806,24339,23884,38993,172610,20604,6834
2021-09-19,32935,102030,74824,24346,23886,38996,172645,20604,6834
2021-09-20,32955,102047,74889,24347,23891,39018,172799,20604,6836
2021-09-21,32990,102095,74928,24355,23908,39053,172903,20608,6836
2021-09-22,33020,102158,74982,24365,23916,39072,173022,20612,6837
2021-09-23,33056,102230,75036,24370,23928,39102,173157,20614,6838
2021-09-24,33098,102305,75093,24373,23937,39126,173209,20616,6838
2021-09-25,33131,102351,75102,24378,23958,39149,173267,20616,6838
2021-09-26,33157,102375,75108,24386,23965,39152,173298,20616,6838
2021-09-27,33182,102392,75150,24389,23972,39203,173457,20617,6840
2021-09-28,33216,102445,75214,24404,23992,39238,173681,20617,6841
2021-09-29,33246,102511,75299,24411,24011,39269,173875,20625,6843
2021-09-30,33271,102576,75376,24426,24013,39289,174009,20641,6844
2021-10-01,33291,102651,75440,24434,24020,39334,174167,20642,6844
2021-10-02,33313,102738,75486,24446,24031,39342,174318,20661,6844
2021-10-03,33334,102792,75506,24466,24036,39345,174378,20661,6844
2021-10-04,33351,102817,75537,24468,24040,39363,174535,20661,6844
2021-10-05,33379,102894,75603,24477,24050,39400,174732,20663,6849
2021-10-06,33417,102990,75680,24488,24062,39431,174961,20670,6851
2021-10-07,33462,103079,75780,24504,24071,39459,175145,20670,6852
2021-10-08,33508,103157,75831,24521,24080,39479,175330,20672,6854
2021-10-09,33553,103224,75863,24530,24095,39490,175452,20674,6854
2021-10-10,33573,103274,75875,24543,24098,39493,175538,20674,6854
2021-10-11,33609,103283,75928,24543,24111,39512,175607,20674,6854
2021-10-12,33645,103364,76016,24549,24124,39540,175834,20674,6855
2021-10-13,33713,103437,76131,24559,24140,39563,176082,20677,6855
2021-10-14,33787,103538,76206,24566,24157,39606,176304,20680,6855
2021-10-15,33851,103613,76267,24578,24167,39632,176503,20684,6855
2021-10-16,33891,103663,76313,24644,24171,39640,176615,20685,6855
2021-10-17,33901,103714,76337,24648,24186,39641,176685,20685,6857
2021-10-18,33968,103733,76418,24652,24193,39678,176947,20687,6858
2021-10-19,34028,103788,76520,24658,24206,39724,177206,20691,6862
2021-10-20,34088,103846,76600,24667,24217,39756,177435,20695,6862
2021-10-21,34128,103902,76733,24683,24232,39767,177697,20698,6862
2021-10-22,34186,103981,76848,24706,24246,39813,177934,20700,6862
2021-10-23,34237,104083,76898,24725,24263,39822,178119,20700,6862
2021-10-24,34270,104121,76939,24738,24270,39823,178193,20701,6864
2021-10-25,34318,104154,77037,24740,24272,39880,178500,20704,6865
2021-10-26,34389,104226,77152,24757,24281,39933,178833,20711,6865
2021-10-27,34436,104317,77289,24773,24299,39979,179180,20714,6867
2021-10-28,34482,104399,77397,24786,24307,40026,179479,20714,6870
